onset	duration	trial_type	response_time	choice	self_value_c	self_value1	self_value2	stim_1	valence_1	setting_1	genre_1	stim_2	valence_2	setting_2	genre_2
345.300	0.000	self	1.485	2	0.766	0.490	0.766	30	negative	futuristic	action	25	negative	futuristic	romance
355.217	0.000	self	1.049	1	0.092	0.092	-0.766	9	positive	futuristic	romance	8	positive	historical	action
363.000	0.000	self	2.194	2	-0.766	-0.490	-0.766	2	positive	historical	romance	5	positive	historical	action
370.883	0.000	self	1.687	1	-0.766	-0.766	-0.184	8	positive	historical	action	16	positive	futuristic	action
378.283	0.000	self	1.519	1	-0.766	-0.766	-0.092	5	positive	historical	action	23	negative	historical	action
385.500	0.000	self	NaN	NaN	NaN	NaN	NaN	22	negative	historical	action	15	positive	futuristic	action
395.433	0.000	self	1.903	1	0.184	0.184	-0.490	19	negative	historical	romance	2	positive	historical	romance
402.850	0.000	self	2.318	2	-0.184	-0.490	-0.184	4	positive	historical	romance	15	positive	futuristic	action
410.833	0.000	self	0.970	2	0.766	0.092	0.766	9	positive	futuristic	romance	25	negative	futuristic	romance
420.733	0.000	self	0.979	1	0.490	0.490	-0.184	30	negative	futuristic	action	16	positive	futuristic	action
427.833	0.000	self	1.085	1	0.092	0.092	-0.092	9	positive	futuristic	romance	22	negative	historical	action
435.200	0.000	self	1.907	2	0.184	-0.766	0.184	8	positive	historical	action	19	negative	historical	romance
445.150	0.000	self	1.526	2	-0.092	0.184	-0.092	19	negative	historical	romance	23	negative	historical	action
454.417	0.000	self	0.949	2	0.766	0.184	0.766	19	negative	historical	romance	25	negative	futuristic	romance
464.183	0.000	self	1.347	1	0.092	0.092	-0.766	12	positive	futuristic	romance	5	positive	historical	action
472.000	0.000	self	1.114	1	0.766	0.766	0.092	28	negative	futuristic	romance	12	positive	futuristic	romance
